City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,pimentel,-6.8367,-79.9342,72.82,77,99,10.4,PE,1611625311
367,sioux lookout,50.1001,-91.917,-16.6,76,1,3.44,CA,1611625071
368,punta gorda,26.9298,-82.0454,70.0,78,1,5.75,US,1611625311
369,naryan-mar,67.6713,53.087,-6.56,91,100,16.42,RU,1611625050
370,arman,59.7,150.1667,-4.04,81,100,12.21,RU,1611625082
371,pakxan,18.3778,103.6601,74.95,59,88,4.54,LA,1611625311
372,port keats,-14.25,129.55,77.56,91,100,11.01,AU,1611625080
373,daye,30.0833,114.95,45.86,71,0,6.89,CN,1611625312
374,ahtopol,42.1,27.95,42.8,87,0,17.11,BG,1611625312
375,ahuimanu,21.4447,-157.8378,77.0,69,90,16.11,US,1611624946
376,gorontalo,0.5412,123.0595,82.31,69,100,2.68,ID,1611624982
377,diffa,13.3154,12.6113,66.18,23,77,9.75,NE,1611625312
378,marsh harbour,26.5412,-77.0636,74.07,78,100,17.67,BS,1611624930
379,gigmoto,13.7796,124.39,81.3,68,64,6.8,PH,1611625312
380,lagoa,39.05,-27.9833,61.52,88,99,19.1,PT,1611625032
381,camana,-16.6228,-72.7111,71.08,77,5,6.98,PE,1611625072
382,half moon bay,37.4636,-122.4286,48.2,66,20,25.32,US,1611625048
383,whitianga,-36.8333,175.7,82.0,65,3,8.99,NZ,1611625313
384,magnolia,33.2671,-93.2393,60.8,77,20,5.75,US,1611625313
385,multai,21.7667,78.25,57.43,42,0,2.62,IN,1611625313
386,wanning,18.8003,110.3967,73.24,76,31,8.79,CN,1611625313
387,atar,20.5169,-13.0499,66.36,21,0,9.1,MR,1611625092
388,matara,5.9485,80.5353,71.96,84,79,8.08,LK,1611625314
389,sao felix do xingu,-6.6447,-51.995,72.03,94,33,0.63,BR,1611625314
390,juba,4.8517,31.5825,74.64,48,0,2.15,SS,1611625099
391,kolchugino,56.3,39.3833,29.89,98,100,9.44,RU,1611625314
392,chapais,49.7834,-74.8492,-5.8,84,1,1.95,CA,1611625314
393,itarema,-2.9248,-39.9167,79.47,80,100,11.52,BR,1611624939
394,baykit,61.67,96.37,-41.12,74,35,0.85,RU,1611625314
395,weihai,37.5017,122.1136,39.94,80,96,14.12,CN,1611625315
396,manyana,-23.4,21.7167,71.37,67,95,0.98,BW,1611625315
397,huambo,-12.7761,15.7392,62.15,79,99,2.24,AO,1611625018
398,cordoba,-31.4135,-64.1811,75.99,94,20,6.91,AR,1611625060
399,nantucket,41.2835,-70.0995,24.8,68,1,3.44,US,1611624863
400,rawson,-43.3002,-65.1023,65.93,51,0,16.49,AR,1611624770
401,sibolga,1.7427,98.7792,82.4,65,67,2.13,ID,1611624805
402,tumut,-35.3,148.2167,73.4,83,90,9.22,AU,1611625315
403,areka,7.0667,37.7,60.19,53,58,5.79,ET,1611625316
404,qasigiannguit,68.8193,-51.1922,6.8,56,0,10.36,GL,1611625316
405,longyearbyen,78.2186,15.6401,2.01,88,52,8.21,SJ,1611624929
406,merced,37.1666,-120.7516,50.0,46,1,8.05,US,1611624998
407,san quintin,30.4833,-115.95,52.92,60,95,30.15,MX,1611624751
408,chara,56.9064,118.2631,-17.0,84,100,3.76,RU,1611625100
409,touros,-5.1989,-35.4608,78.8,78,40,6.91,BR,1611624946
410,olinda,-8.0089,-34.8553,78.8,65,75,13.8,BR,1611625035
411,kiruna,67.8557,20.2251,-7.6,84,90,2.3,SE,1611625317
412,chililabombwe,-12.3648,27.8229,62.33,98,100,3.11,ZM,1611625317
413,najran,17.4924,44.1277,50.0,40,1,1.41,SA,1611625317
414,lavrentiya,65.5833,-171.0,-0.56,87,100,5.32,RU,1611624935
415,bengkulu,-3.8004,102.2655,74.35,88,100,7.11,ID,1611624744
416,aanekoski,62.6946,25.818,32.0,100,90,5.75,FI,1611625317
417,saldanha,-33.0117,17.9442,62.6,82,0,10.36,ZA,1611624754
418,tra vinh,9.9347,106.3453,80.53,65,100,9.06,VN,1611625145
419,vega de alatorre,20.0333,-96.6333,76.08,79,0,7.58,MX,1611625057
420,bonavista,48.6499,-53.1147,30.99,93,100,6.91,CA,1611625066
421,beidao,34.5686,105.8933,28.0,70,100,3.0,CN,1611625318
422,takoradi,4.8845,-1.7554,77.85,83,22,5.17,GH,1611625001
423,saint anthony,45.0205,-93.218,19.4,49,90,9.22,US,1611625013
424,kazachinskoye,57.6953,93.2761,-33.66,82,95,2.51,RU,1611625318
425,namikupa,-10.8333,39.6,68.72,96,83,2.04,TZ,1611625319
426,maunabo,18.0072,-65.8993,75.0,86,2,1.99,PR,1611625319
427,new milford,40.9327,-74.0179,33.01,47,1,4.61,US,1611625319
428,fortuna,40.5982,-124.1573,43.0,93,1,3.6,US,1611624933
429,mutoko,-17.397,32.2268,61.63,98,100,0.43,ZW,1611625319
430,kyabe,9.4515,18.9449,74.19,21,100,4.47,TD,1611625319
431,bilma,18.6853,12.9164,57.31,28,23,5.28,NE,1611625067
432,maku,39.2911,44.4521,21.58,79,100,3.0,IR,1611625320
433,denizli,37.8402,29.0698,48.2,66,75,8.05,TR,1611625108
434,salinas,36.6777,-121.6555,50.0,57,1,20.71,US,1611625320
435,shellbrook,53.2168,-106.4011,-23.8,69,20,2.82,CA,1611625320
436,abu samrah,35.3029,37.1841,39.54,72,0,2.19,SY,1611625056
437,fukue,32.6881,128.8419,59.0,94,75,21.85,JP,1611624961
438,ruteng,-8.6136,120.4721,73.49,77,99,4.18,ID,1611625160
439,laguna,38.421,-121.4238,51.8,32,1,6.91,US,1611624965
440,christiana,-27.914,25.1611,66.63,80,100,11.88,ZA,1611625321
441,osmena,10.5208,119.9258,81.16,72,100,16.33,PH,1611625321
442,tripoli,32.8752,13.1875,60.94,58,94,14.14,LY,1611624921
443,jiuquan,39.7432,98.5174,17.47,85,75,4.12,CN,1611624935
444,platanos,37.6667,21.6167,55.4,82,87,2.3,GR,1611625322
445,umm kaddadah,13.6017,26.6876,64.2,23,87,15.73,SD,1611624960
446,rupert,42.6191,-113.6772,28.4,69,75,6.38,US,1611625322
447,vung tau,10.346,107.0843,77.49,73,56,5.68,VN,1611625171
448,pacific grove,36.6177,-121.9166,50.0,62,75,20.71,US,1611625067
449,sayyan,15.1718,44.3244,41.63,54,3,2.04,YE,1611625322
450,zhezkazgan,47.8043,67.7144,10.4,79,90,2.24,KZ,1611625015
451,cherskiy,68.75,161.3,-36.56,82,62,3.24,RU,1611624799
452,whakatane,-37.9585,176.9854,82.99,44,0,4.0,NZ,1611625323
453,ornes,66.8689,13.7078,32.0,64,75,13.8,NO,1611625323
454,gravdal,68.1214,13.5031,31.55,98,100,11.03,NO,1611624998
455,parfenyevo,58.484,43.4088,28.42,98,100,7.61,RU,1611625323
456,chik,54.9928,82.4311,-43.6,66,20,2.24,RU,1611625323
457,oshnaviyeh,37.0397,45.0983,15.8,86,100,6.91,IR,1611625323
458,sinnamary,5.3833,-52.95,77.27,86,43,14.0,GF,1611625323
459,ramhormoz,31.28,49.6035,52.59,42,0,4.52,IR,1611625324
460,kamenka,51.3223,42.7678,33.24,94,100,16.6,RU,1611625059
461,tairua,-37.0167,175.85,80.78,49,0,4.09,NZ,1611625059
462,horconcitos,8.4682,-81.8007,65.62,87,45,6.91,PA,1611625324
463,khasan,42.4308,130.6434,32.22,97,100,0.81,RU,1611625324
464,nome,64.5011,-165.4064,3.2,85,90,3.44,US,1611624776
465,aykhal,66.0,111.5,-38.78,78,33,1.32,RU,1611624928
466,rio gallegos,-51.6226,-69.2181,48.2,40,0,25.32,AR,1611624686
467,aljezur,37.3191,-8.8033,59.0,100,95,1.99,PT,1611625325
468,korem,12.5058,39.5228,45.03,69,0,1.95,ET,1611625325
469,yumbo,3.5823,-76.4915,73.4,78,75,5.75,CO,1611625325
470,cartagena del chaira,1.3349,-74.8429,72.05,94,100,1.63,CO,1611625325
471,kimberley,-28.7323,24.7623,64.4,77,100,8.05,ZA,1611625035
472,road town,18.4167,-64.6167,77.0,78,40,8.05,VG,1611625326
473,tabuk,17.4189,121.4443,75.58,86,94,5.46,PH,1611625326
474,photharam,13.6923,99.8497,82.99,78,0,3.74,TH,1611625326
475,kuusamo,65.9667,29.1833,21.2,86,90,6.91,FI,1611625326
476,dahra,36.2546,0.8519,60.8,72,75,14.97,DZ,1611625326
477,namatanai,-3.6667,152.4333,85.21,66,53,5.84,PG,1611624990
478,rena,61.1348,11.3641,12.65,88,0,4.18,NO,1611625326
479,abbeville,50.1,1.8333,35.01,84,2,8.41,FR,1611624926
480,tumpat,6.1978,102.171,75.2,88,20,3.44,MY,1611625327
481,maicao,11.3832,-72.2432,76.37,78,100,11.05,CO,1611624978
482,walvis bay,-22.9575,14.5053,69.01,82,100,4.61,NA,1611624984
483,deputatskiy,69.3,139.9,-42.77,82,29,1.77,RU,1611624997
484,talavera de la reina,39.9635,-4.8308,53.85,93,100,8.61,ES,1611625327
485,nador,35.174,-2.9287,62.6,82,0,25.32,MA,1611624979
486,bilibino,68.0546,166.4372,-28.53,82,83,1.63,RU,1611625327
487,amboasary,-25.0333,46.3833,78.8,89,40,4.61,MG,1611625044
488,ahipara,-35.1667,173.1667,74.59,61,33,9.75,NZ,1611624986
489,newport,51.5877,-2.9984,35.01,95,100,8.72,GB,1611625255
490,ternate,0.8,127.4,81.63,74,100,6.42,ID,1611624975
491,salvador,13.8333,-88.9167,78.8,78,0,4.61,SV,1611625328
492,cayce,33.9657,-81.074,55.4,88,75,4.61,US,1611625328
493,havre,49.5833,0.3333,41.0,75,75,16.11,FR,1611625328
494,del rio,29.3627,-100.8968,68.0,28,1,3.44,US,1611625328
495,dongsheng,39.8161,109.9776,18.34,69,0,16.04,CN,1611624967
496,seoul,37.5683,126.9778,42.8,81,90,5.75,KR,1611625180
497,nuziders,47.1667,9.8,30.99,92,100,1.01,AT,1611625329
498,kristianstad,56.0313,14.1524,33.01,100,90,4.61,SE,1611625329
499,raga,8.4596,25.678,67.21,26,39,4.27,SS,1611625329
500,yazman,29.1212,71.7446,46.2,47,0,1.72,PK,1611625102
501,binzhou,37.3667,118.0167,37.0,88,0,6.82,CN,1611625329
502,sorochinsk,52.4338,53.1583,19.31,97,100,10.85,RU,1611625330
503,lubao,14.9167,120.55,80.6,94,75,2.3,PH,1611625037
504,pochutla,15.7432,-96.4661,78.8,83,40,5.75,MX,1611624976
505,faya,18.3851,42.4509,53.6,58,0,0.6,SA,1611624927
506,pirgos,35.1167,25.7178,61.0,72,100,10.76,GR,1611625330
507,claremore,36.3126,-95.6161,45.0,76,90,6.91,US,1611625330
508,jasdan,22.0333,71.2,51.8,50,0,3.44,IN,1611625330
509,brae,60.3964,-1.353,30.2,74,43,2.3,GB,1611625085
510,lebedinyy,58.5167,125.5167,-33.72,82,100,4.83,RU,1611625064
511,christchurch,-43.5333,172.6333,84.99,42,38,9.22,NZ,1611624941
512,abha,18.2164,42.5053,53.6,58,0,0.76,SA,1611625331
513,nyimba,-14.5566,30.8149,66.54,92,100,3.89,ZM,1611625331
514,sidney,-33.8679,151.2073,100.4,19,0,14.97,AU,1611625177
515,jibuti,11.5,42.5,69.8,78,1,13.51,DJ,1611625332
516,salinopolis,-0.6136,-47.3561,79.57,83,100,8.01,BR,1611624986
517,hanmer springs,-42.5167,172.8167,86.76,25,0,12.68,NZ,1611625332
518,alofi,-19.0595,-169.9187,82.4,78,90,8.05,NU,1611624993
519,aksu,41.1231,80.2644,14.79,89,19,2.64,CN,1611625332
520,vasterhaninge,59.1167,18.1,30.0,72,69,7.58,SE,1611625332
521,calama,-22.4667,-68.9333,60.8,33,20,16.11,CL,1611625333
522,arkadelphia,34.1209,-93.0538,60.8,72,1,8.05,US,1611625214
523,nehe,48.4833,124.8333,-1.64,89,0,8.08,CN,1611625333
524,weihe,32.9952,105.3247,39.15,61,79,3.06,CN,1611625333
525,turayf,31.6725,38.6637,37.4,60,0,6.91,SA,1611625063
526,waingapu,-9.6567,120.2641,84.33,71,91,11.43,ID,1611625333
527,maidstone,51.2667,0.5167,34.0,93,42,7.72,GB,1611625036
528,luwuk,-0.9516,122.7875,77.31,81,100,2.68,ID,1611624962
529,mayumba,-3.432,10.6554,78.04,86,65,3.8,GA,1611625078
530,bridgetown,13.1,-59.6167,78.8,69,20,16.11,BB,1611625233
531,ponta delgada,37.7333,-25.6667,63.0,94,75,13.8,PT,1611624991
532,ushtobe,45.2514,77.9838,2.41,90,38,3.02,KZ,1611625334
533,port hope,43.9408,-82.7127,30.2,69,99,18.41,US,1611625334
534,tomatlan,19.9333,-105.25,65.5,85,0,1.88,MX,1611625334
535,xai-xai,-25.0519,33.6442,75.02,94,83,6.29,MZ,1611625334
536,bara,10.3744,10.7288,69.4,22,60,8.23,NG,1611625049
537,sergeyevka,53.88,67.4158,19.09,97,72,10.54,KZ,1611625102
538,vestmannaeyjar,63.4427,-20.2734,33.48,90,100,36.6,IS,1611624963
539,kampot,10.6167,104.1833,80.6,65,40,6.91,KH,1611625335
540,glyadyanskoye,54.9075,65.0883,18.77,96,99,8.66,RU,1611625335
541,zabid,14.1951,43.3152,70.32,74,13,3.83,YE,1611625335
542,baturaja,-4.1333,104.1667,75.42,91,98,3.56,ID,1611625335
543,santa barbara,34.7333,-120.0343,46.99,65,40,27.63,US,1611625151
544,severo-kurilsk,50.6789,156.125,21.27,94,79,21.09,RU,1611624933
545,farah,32.5,62.5,32.36,70,0,1.9,AF,1611625336
546,yarada,17.65,83.2667,68.0,100,20,2.3,IN,1611625336
547,cam ranh,11.9214,109.1591,77.0,65,20,8.05,VN,1611625184
548,macapa,0.0389,-51.0664,78.8,89,40,2.3,BR,1611625336
549,burlington,39.8835,-74.6413,33.01,51,90,3.15,US,1611625337
550,aviemore,57.1955,-3.8259,32.0,93,76,2.64,GB,1611625337
551,tres lagoas,-20.7511,-51.6783,73.62,84,100,4.97,BR,1611625337
552,saint-georges,12.0564,-61.7485,78.8,78,20,18.41,GD,1611625337
553,petropavlovsk-kamchatskiy,53.0452,158.6483,12.2,57,20,4.47,RU,1611625040
554,vilcun,-38.65,-72.2333,59.0,77,0,6.91,CL,1611625337
555,mangan,27.5167,88.5333,55.04,34,0,3.33,IN,1611625337
556,praia,14.9215,-23.5087,69.8,64,0,8.05,CV,1611625011
557,indramayu,-6.3264,108.32,80.64,78,89,6.82,ID,1611625333
558,bere,9.3202,16.1552,70.38,23,95,4.92,TD,1611625338
559,high level,58.5169,-117.136,-7.6,84,90,5.75,CA,1611624943
560,mpanda,-6.3655,31.0409,64.8,93,100,0.6,TZ,1611625338
561,kamina,-8.7386,24.9906,60.94,98,94,1.03,CD,1611625338
562,srandakan,-7.9386,110.2506,84.42,67,65,5.59,ID,1611624966
563,poum,-20.2333,164.0167,80.01,75,100,16.82,NC,1611624997
564,asyut,27.181,31.1837,48.2,87,0,11.5,EG,1611625339
565,mubende,0.5606,31.39,62.73,82,99,0.54,UG,1611625339
566,novyy urengoy,66.0833,76.6333,-27.31,85,100,20.62,RU,1611625339
567,evanston,42.0411,-87.6901,34.0,86,90,21.85,US,1611625339
568,lira,2.235,32.9097,67.17,60,0,2.86,UG,1611625097
569,synya,65.3718,58.0387,23.63,98,100,2.33,RU,1611625339
570,ati,13.2154,18.3353,71.08,21,99,11.05,TD,1611625340
571,coihaique,-45.5752,-72.0662,48.2,66,75,6.91,CL,1611625069
572,awjilah,29.1081,21.2869,53.35,41,38,4.56,LY,1611625340
573,port hardy,50.6996,-127.4199,37.4,100,40,2.3,CA,1611624785
574,creston,41.0586,-94.3614,23.0,100,90,20.71,US,1611625340
575,wagar,16.1525,36.2032,66.11,91,76,9.42,SD,1611625340
576,ninohe,40.2724,141.3061,37.06,79,100,4.61,JP,1611625341
577,teguise,29.0605,-13.564,64.4,77,20,14.97,ES,1611625341
578,phuket,8.0,98.25,84.99,83,20,5.75,TH,1611624963
